#category	#chromosome	#contig_1	#contig_2	#window	#interactions per 100kb
euchromatin	centromere_3	3R_5	2L_1	300000-350000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	3050000-3100000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	3100000-3150000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	3550000-3600000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	3600000-3650000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	3650000-3700000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	3700000-3750000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	3800000-3850000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	4000000-4050000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	400000-450000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	4050000-4100000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	4100000-4150000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	4450000-4500000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	4600000-4650000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	4800000-4850000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	5000000-5050000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	500000-550000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	5550000-5600000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	600000-650000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	6050000-6100000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	6150000-6200000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	6200000-6250000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	6250000-6300000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	6350000-6400000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	6450000-6500000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	650000-700000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	6900000-6950000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	7000000-7050000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	7100000-7150000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	7250000-7300000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	7300000-7350000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	7350000-7400000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	7550000-7600000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	7650000-7700000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	7850000-7900000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8000000-8050000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8100000-8150000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8150000-8200000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8200000-8250000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8250000-8300000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8300000-8350000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8500000-8550000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	850000-900000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8600000-8650000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8650000-8700000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8750000-8800000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8800000-8850000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8900000-8950000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	8950000-9000000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	9000000-9050000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	9100000-9150000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	9200000-9250000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	9350000-9400000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	9750000-9800000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_1	9850000-9900000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	1250000-1300000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	1300000-1350000	1.926281217794986
euchromatin	centromere_3	3R_5	2L_2	1450000-1500000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2L_2	1550000-1600000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2L_2	1600000-1650000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_19	350000-400000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	0-50000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1000000-1050000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1150000-1200000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1450000-1500000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	1800000-1850000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	200000-250000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	450000-500000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	50000-100000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	550000-600000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	650000-700000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	750000-800000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_20	950000-1000000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	100000-150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	10050000-10100000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	10100000-10150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	10250000-10300000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	10300000-10350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	10450000-10500000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	10550000-10600000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	10700000-10750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	10850000-10900000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	11000000-11050000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	11100000-11150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	11250000-11300000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	11300000-11350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	11550000-11600000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	11600000-11650000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	11750000-11800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	12100000-12150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	12200000-12250000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	12800000-12850000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	13000000-13050000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	13100000-13150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	13200000-13250000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	13350000-13400000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	13450000-13500000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	13750000-13800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	13950000-14000000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	14000000-14050000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	14300000-14350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	14400000-14450000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	14450000-14500000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	1450000-1500000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	14650000-14700000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	14700000-14750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	15100000-15150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	15150000-15200000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	15250000-15300000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	15350000-15400000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	15400000-15450000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	15500000-15550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	15550000-15600000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	15700000-15750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	15950000-16000000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	16250000-16300000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	16300000-16350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	16450000-16500000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	16500000-16550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	16750000-16800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	16850000-16900000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	16900000-16950000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	17400000-17450000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	17500000-17550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	17550000-17600000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	17650000-17700000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	17700000-17750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	17950000-18000000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	18050000-18100000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	18250000-18300000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	18500000-18550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	18700000-18750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	18800000-18850000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	18850000-18900000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	19250000-19300000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	19400000-19450000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	19450000-19500000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	19500000-19550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	19600000-19650000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	19800000-19850000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	19900000-19950000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	20300000-20350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	20450000-20500000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	20500000-20550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2050000-2100000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	20700000-20750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	20750000-20800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	20950000-21000000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	21000000-21050000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	21100000-21150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	21200000-21250000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	21300000-21350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	21350000-21400000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2200000-2250000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2300000-2350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2400000-2450000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2700000-2750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2750000-2800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2800000-2850000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	2850000-2900000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	3200000-3250000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	3250000-3300000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	3350000-3400000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	3950000-4000000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	4050000-4100000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	4100000-4150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	4150000-4200000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	450000-500000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	4550000-4600000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	4900000-4950000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	4950000-5000000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	5100000-5150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	5400000-5450000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6050000-6100000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6350000-6400000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6500000-6550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6550000-6600000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6750000-6800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	6900000-6950000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	7000000-7050000	1.926281217794986
inter-distal_heterochromatin	centromere_3	3R_5	2R_21	700000-750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	7050000-7100000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	7200000-7250000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	7500000-7550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	7650000-7700000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	7750000-7800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	7850000-7900000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	7950000-8000000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8100000-8150000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8150000-8200000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8250000-8300000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8300000-8350000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8400000-8450000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8500000-8550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8700000-8750000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8750000-8800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8800000-8850000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	8950000-9000000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	9200000-9250000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	9500000-9550000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	9650000-9700000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	9750000-9800000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	9800000-9850000	1.926281217794986
euchromatin	centromere_3	3R_5	2R_21	9850000-9900000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	1000000-1050000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	100000-150000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	10050000-10100000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	10150000-10200000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	10400000-10450000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	10450000-10500000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	10500000-10550000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	1050000-1100000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	10550000-10600000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	10700000-10750000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	10950000-11000000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	1100000-1150000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	11100000-11150000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	11300000-11350000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	11350000-11400000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	11450000-11500000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	1150000-1200000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	11600000-11650000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	11750000-11800000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	11950000-12000000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	12050000-12100000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	12250000-12300000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	12350000-12400000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	12500000-12550000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	1250000-1300000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	12650000-12700000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	13050000-13100000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	13200000-13250000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	13250000-13300000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	13500000-13550000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	1350000-1400000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	13600000-13650000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	13800000-13850000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	13850000-13900000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	14000000-14050000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	14050000-14100000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	14200000-14250000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	14300000-14350000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	14500000-14550000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	14650000-14700000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	14800000-14850000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	15200000-15250000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	15250000-15300000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	15350000-15400000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	15600000-15650000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	15650000-15700000	1.926281217794986
euchromatin	centromere_3	3R_5	3L_1	15900000-15950000	1.926281217794986
